id_contenitore_rif;data_verifica;ispettore;campione_pezzi;scartati;cod_difetto;motivo;orario_collaudo
CASS_0011;2026/09/08;MAT-0005;400;15;DIF-01;anima rotta;2026/09/08 07:49:40
BANC_0009;08/09/2026;MAT-0005;9;0;;;08-09-2026 08:00:00
BANC_0014;08/09/2026;MAT-0006;192;5;DIF-01;anima rotta;08/09/2026 09:25:13
banc_0012;08-09-2026;mat-0006;192;5;DIF-01;anima rotta;08/09/2026 10:50:52
BANC_0005;08/09/2026;mat-0006;192;6;DIF-03;anima fuori tolleranza;08/09/2026 12:16:24
BANC_0013;2026/09/08;MAT-0006;192;6;DIF-01;anima rotta;08/09/2026 13:41:57
BANC_0008;08/09/2026;MAT-0006;192;6;DIF-03;anima fuori tolleranza;08/09/2026 15:07
BANC_0001;08/09/2026;mat-0006;118;4;DIF-02;anima piena;08/09/2026 16:00:00
BANC_0002;2026/09/08;mat-0007;160;5;dif-03;  anima fuori tolleranza ;08/09/2026 11:26
BANC_0018;08/09/2026;MAT-0007;73;2;DIF-01;  anima rotta ;08/09/2026 13:00:48
  BANC_0011 ;08/09/2026;MAT-0007;123;5;DIF-02;anima piena;08/09/2026 16:00:00
BANC_0004;2026/09/08;MAT-0008;256;10;DIF-02;  anima piena ;08/09/2026 13:00:31
BANC_0016;08/09/2026;MAT-0008;153;5;DIF-03;Anima fuori tolleranza;08/09/2026 16:00:00
CASS_0001;2026/09/08;MAT-0009;244;7;DIF-03;anima fuori tolleranza;08/09/2026 09:57:04
BANC_0017;08/09/2026;MAT-0009;160;5;DIF-01;anima rotta;08/09/2026 14:02
banc_0010;08/09/2026;Mat-0009;91;3;DIF-01;anima rotta;08/09/2026 16:00:00
CASS_0003;08-09-2026;MAT-0010;400;15;DIF-02;anima piena;08/09/2026 15:49:51
BANC_0006;08/09/2026;MAT-0010;9;0; ;;08/09/2026 16:00:00
BANC_0014;2026/09/08;MAT-0011;192;5;DIF-03;anima fuori tolleranza;08/09/2026 17:25:22
BANC_0015;08/09/2026;MAT-0011;192;7;DIF-01;anima rotta;2026/09/08 18:50:55
BANC_0005;2026/09/08;MAT-0011;192;5;DIF-03;anima fuori tolleranza;08/09/2026 20:16:23
BANC_0002;08/09/2026;Mat-0011;192;5;  DIF-01 ;anima rotta;2026/09/08 21:41:51
BANC_0008;2026/09/08;MAT-0011;192;8;DIF-02;Anima piena;08/09/2026 23:07:29
Banc_0006;09-09-2026;MAT-0011;118;3;DIF-02;anima piena;09/09/2026 00:00:00
BANC_0003;08/09/2026;mat-0012;256;7;DIF-01;anima rotta;08/09/2026 21:00:41
BANC_0009;09/09/2026;MAT-0012;153;6;Dif-02;anima piena;2026/09/09 00:00:00
BANC_0019;08-09-2026;MAT-0013;256;8;DIF-01;anima rotta;08/09/2026 21:00:41
  BANC_0004 ;09-09-2026;MAT-0013;153;4;DIF-03;anima fuori tolleranza;2026/09/09 00:00:00
CASS_0002;08/09/2026;MAT-0014;250;9;DIF-03;  anima fuori tolleranza ;2026/09/08 21:22:45
BANC_0012;09/09/2026;MAT-0014;122;4;DIF-03;anima fuori tolleranza;09/09/2026 00:00
CASS_0005;2026/09/08;MAT-0015;400;14;DIF-03;anima fuori tolleranza;08/09/2026 23:49:46
  BANC_0013 ;09/09/2026;MAT-0015;9;0;  N/D ;;09/09/2026 00:00:00
BANC_0014;09/09/2026;  MAT-0001 ;68;3;dif-02;anima piena;09/09/2026 00:30
BANC_0011;2026/09/09;MAT-0001;160;5;DIF-01;anima rotta;09/09/2026 02:28:48
BANC_0015;09/09/2026;MAT-0001;160;6;DIF-03;  anima fuori tolleranza ;2026/09/09 03:45:26
BANC_0005;09-09-2026;MAT-0001;160;5;DIF-02;Anima piena;09/09/2026 05:02:04
BANC_0003;09-09-2026;MAT-0001;160;5;DIF-03;anima fuori tolleranza;09/09/2026 06:18:49
BANC_0007;2026/09/09;mat-0001;160;4;DIF-03;anima fuori tolleranza;09-09-2026 07:35:28
BANC_0001;09/09/2026;MAT-0001;52;2;DIF-03;anima fuori tolleranza;09/09/2026 08:00:00
BANC_0020;09/09/2026;MAT-0002;256;7;DIF-03;anima fuori tolleranza;09/09/2026 05:00:40
BANC_0017;2026/09/09;MAT-0002;153;5;dif-01;anima rotta;09-09-2026 08:00:00
banc_0018;09-09-2026;MAT-0003;256;9;DIF-02;anima piena;09/09/2026 05:00:41
  BANC_0010 ;09/09/2026;  MAT-0003 ;153;6;DIF-03;anima fuori tolleranza;09/09/2026 08:00:00
CASS_0004;09/09/2026;MAT-0004;250;10;DIF-03;anima fuori tolleranza;2026/09/09 05:22:39
  BANC_0016 ;09/09/2026;MAT-0004;122;5;DIF-01;anima rotta;09/09/2026 08:00:00
CASS_0003;09/09/2026;mat-0005;400;16;DIF-01;anima rotta;09/09/2026 07:49:46
BANC_0004;09/09/2026;  MAT-0005 ;9;0;;;09-09-2026 08:00:00
  BANC_0002 ;2026/09/09;mat-0006;160;6;DIF-01;anima rotta;09/09/2026 09:16:22
banc_0008;09/09/2026;MAT-0006;160;6;DIF-03;anima fuori tolleranza;09/09/2026 10:33:05
BANC_0011;09/09/2026;MAT-0006;160;6;DIF-02;Anima piena;09-09-2026 11:49:44
BANC_0012;09/09/2026;MAT-0006;160;6;DIF-02;  anima piena ;2026/09/09 13:06:23
banc_0013;09/09/2026;MAT-0006;160;4;dif-02;  anima piena ;09-09-2026 14:23:05
banc_0001;09/09/2026;MAT-0006;160;5;  DIF-02 ;anima piena;09-09-2026 15:39:50
BANC_0004;2026/09/09;  MAT-0006 ;42;1;DIF-03;anima fuori tolleranza;09/09/2026 16:00:00
BANC_0019;09-09-2026;MAT-0007;256;7;DIF-02;Anima piena;2026/09/09 13:00:29
  BANC_0014 ;09/09/2026;MAT-0007;153;5;DIF-02;anima piena;09/09/2026 16:00:00
  CASS_0002 ;09-09-2026;MAT-0008;400;12;DIF-03;anima fuori tolleranza;09/09/2026 15:49:58
Banc_0005;09/09/2026;MAT-0008;9;0;N/D;;09/09/2026 16:00:00
Banc_0006;09/09/2026;mat-0009;160;5;Dif-03;anima fuori tolleranza;09/09/2026 11:26:28
Banc_0020;09/09/2026;mat-0009;160;6;  DIF-01 ;  anima rotta ;09/09/2026 14:53:11
BANC_0015;09-09-2026;MAT-0009;52;2;DIF-01;anima rotta;09/09/2026 16:00:00
CASS_0007;09-09-2026;Mat-0010;264;10;DIF-02;anima piena;09/09/2026 13:10:17
BANC_0003;09/09/2026;MAT-0010;118;3;DIF-03;  anima fuori tolleranza ;09/09/2026 16:00
BANC_0002;09/09/2026;mat-0011;160;6;DIF-01;Anima rotta;2026/09/09 17:16:31
BANC_0008;09/09/2026;MAT-0011;160;5;  DIF-02 ;anima piena;09/09/2026 18:33
BANC_0006;09-09-2026;MAT-0011;160;6;DIF-02;  anima piena ;2026/09/09 19:49:45
BANC_0009;2026/09/09;mat-0011;160;6;  DIF-01 ;anima rotta;09/09/2026 21:06
banc_0010;09/09/2026;MAT-0011;160;6;DIF-03;anima fuori tolleranza;09/09/2026 22:22
banc_0007;09/09/2026;MAT-0011;160;4;DIF-02;anima piena;09/09/2026 23:39:36
BANC_0004;10/09/2026;  MAT-0011 ;44;2;DIF-02;anima piena;10/09/2026 00:00:00
CASS_0001;09-09-2026;mat-0012;400;11;dif-01;anima rotta;09/09/2026 23:49
  BANC_0002 ;10-09-2026;  MAT-0012 ;9;0;N/d;;10/09/2026 00:00:00
CASS_0003;09/09/2026;MAT-0013;400;15;dif-01;anima rotta;2026/09/09 23:49:33
BANC_0003;2026/09/10;MAT-0013;9;0;N/D;   ;10/09/2026 00:00:00
cass_0005;09-09-2026;MAT-0014;250;9;DIF-01;anima rotta;09/09/2026 21:22:39
  BANC_0011 ;10/09/2026;MAT-0014;122;3;dif-03;anima fuori tolleranza;10/09/2026 00:00:00
CASS_0004;09/09/2026;MAT-0015;450;15;DIF-03;anima fuori tolleranza;09/09/2026 23:55:55
BANC_0012;2026/09/10;  MAT-0015 ;4;0;;;10/09/2026 00:00:00
BANC_0015;10-09-2026;MAT-0001;160;5;dif-03;anima fuori tolleranza;2026/09/10 01:16:24
banc_0013;10-09-2026;MAT-0001;80;3;dif-01;anima rotta;10/09/2026 01:55:00
  BANC_0008 ;10/09/2026;MAT-0001;160;6;DIF-01;Anima rotta;10/09/2026 06:03
Banc_0002;10/09/2026;  MAT-0001 ;91;3;DIF-03;anima fuori tolleranza;10/09/2026 08:00:00
BANC_0017;10/09/2026;MAT-0002;256;6;DIF-03;anima fuori tolleranza;10/09/2026 05:00:28
BANC_0001;2026/09/10;MAT-0002;153;6;DIF-01;anima rotta;10-09-2026 08:00:00
  BANC_0016 ;10/09/2026;mat-0003;13;1;DIF-02;anima piena;10/09/2026 00:15:18
BANC_0018;10-09-2026;MAT-0003;160;6;DIF-03;anima fuori tolleranza;10/09/2026 02:08:44
banc_0020;10/09/2026;MAT-0003;160;5;DIF-01;anima rotta;10/09/2026 03:25:21
Banc_0009;2026/09/10;MAT-0003;160;5;DIF-02;anima piena;10/09/2026 04:42:06
BANC_0019;2026/09/10;mat-0003;160;6;DIF-02;anima piena;10/09/2026 05:58:49
BANC_0010;10-09-2026;MAT-0003;160;6;DIF-02;anima piena;10/09/2026 07:15:35
banc_0006;10/09/2026;MAT-0003;94;3;DIF-02;anima piena;10/09/2026 08:00:00
CASS_0007;10-09-2026;mat-0004;250;7;DIF-03;anima fuori tolleranza;10/09/2026 05:22:44
BANC_0005;10/09/2026;MAT-0004;122;5;Dif-02;anima piena;10/09/2026 08:00
CASS_0006;10/09/2026;  MAT-0005 ;450;13;DIF-02;anima piena;10/09/2026 07:55
BANC_0011;10-09-2026;Mat-0005;4;0;;;2026/09/10 08:00:00
BANC_0012;10-09-2026;mat-0006;160;5;DIF-01;anima rotta;10-09-2026 11:26:31
banc_0004;2026/09/10;MAT-0006;160;6;DIF-01;anima rotta;10/09/2026 14:53:03
BANC_0005;10/09/2026;mat-0006;52;2;Dif-03;  anima fuori tolleranza ;10/09/2026 16:00:00
BANC_0003;10/09/2026;MAT-0007;256;9;DIF-01;anima rotta;10/09/2026 13:00:21
banc_0013;10/09/2026;  MAT-0007 ;153;5;DIF-01;anima rotta;10/09/2026 16:00:00
banc_0007;10/09/2026;MAT-0008;160;6;DIF-01;anima rotta;10/09/2026 09:16:27
BANC_0015;10-09-2026;MAT-0008;160;5;DIF-01;  anima rotta ;10/09/2026 10:33
banc_0018;10/09/2026;MAT-0008;160;5;DIF-02;anima piena;2026/09/10 11:49:41
BANC_0009;2026/09/10;  MAT-0008 ;160;5;DIF-02;anima piena;10/09/2026 13:06:19
  BANC_0017 ;10-09-2026;MAT-0008;160;4;dif-02;anima piena;10/09/2026 14:22:59
  BANC_0008 ;10-09-2026;MAT-0008;160;5;DIF-01;anima rotta;10-09-2026 15:39:35
BANC_0001;10/09/2026;MAT-0008;44;1;DIF-01;anima rotta;10-09-2026 16:00:00
CASS_0003;10/09/2026;MAT-0009;250;10;dif-03;anima fuori tolleranza;10/09/2026 13:22:42
BANC_0020;10/09/2026;MAT-0009;122;4;DIF-02;anima piena;10/09/2026 16:00:00
BANC_0014;10-09-2026;MAT-0010;320;12;DIF-02;anima piena;10/09/2026 13:38:25
BANC_0016;10/09/2026;MAT-0010;134;5;Dif-03;  anima fuori tolleranza ;10/09/2026 16:00:00
BANC_0007;10/09/2026;MAT-0011;160;5;DIF-01;anima rotta;10/09/2026 19:26
banc_0010;10/09/2026;  MAT-0011 ;160;5;DIF-01;anima rotta;10-09-2026 22:53:10
banc_0001;11/09/2026;MAT-0011;52;2;DIF-03;anima fuori tolleranza;2026/09/11 00:00:00
Banc_0006;10/09/2026;MAT-0012;256;7;DIF-03;anima fuori tolleranza;10/09/2026 21:00:35
BANC_0004;11-09-2026;MAT-0012;153;4;Dif-03;anima fuori tolleranza;11/09/2026 00:00:00
CASS_0002;10-09-2026;MAT-0013;300;10;DIF-03;anima fuori tolleranza;10/09/2026 18:23:24
banc_0015;10/09/2026;MAT-0013;160;5;dif-03;anima fuori tolleranza;10-09-2026 19:40:00
BANC_0003;10-09-2026;MAT-0013;160;5;DIF-03;anima fuori tolleranza;10/09/2026 20:56:38
BANC_0012;10/09/2026;MAT-0013;160;6;Dif-02;anima piena;10/09/2026 22:13:19
BANC_0008;2026/09/10;MAT-0013;160;6;DIF-01;anima rotta;10/09/2026 23:30
  BANC_0002 ;11/09/2026;MAT-0013;64;2;dif-02;anima piena;11/09/2026 00:00:00
  BANC_0019 ;10/09/2026;mat-0014;160;6;DIF-02;anima piena;10-09-2026 19:26:09
  CASS_0003 ;2026/09/11;Mat-0014;212;6;DIF-02;anima piena;11/09/2026 00:00
cass_0006;2026/09/10;MAT-0015;450;13;DIF-02;anima piena;10/09/2026 23:55
BANC_0009;11/09/2026;MAT-0015;4;0;    ;;11/09/2026 00:00:00
BANC_0005;2026/09/11;MAT-0001;160;6;  DIF-01 ;  anima rotta ;11/09/2026 03:26:23
BANC_0003;11/09/2026;MAT-0001;160;5;DIF-02;Anima piena;11/09/2026 06:53:05
BANC_0002;11-09-2026;MAT-0001;52;2;DIF-01;anima rotta;11/09/2026 08:00:00
BANC_0017;11/09/2026;MAT-0002;243;9;DIF-03;anima fuori tolleranza;11/09/2026 04:45:38
BANC_0006;11/09/2026;MAT-0002;160;6;DIF-02;anima piena;11/09/2026 06:36:58
BANC_0009;11/09/2026;MAT-0002;160;6;DIF-03;  anima fuori tolleranza ;11/09/2026 07:53:43
BANC_0001;11-09-2026;MAT-0002;14;1;DIF-03;anima fuori tolleranza;2026/09/11 08:00:00
BANC_0018;11/09/2026;MAT-0003;160;6;Dif-03;  anima fuori tolleranza ;11/09/2026 01:16
BANC_0011;11/09/2026;MAT-0003;160;5;DIF-03;anima fuori tolleranza;11/09/2026 02:33:03
BANC_0013;11/09/2026;MAT-0003;160;4;dif-01;anima rotta;11-09-2026 03:49:36
BANC_0015;11/09/2026;MAT-0003;74;2;DIF-03;anima fuori tolleranza;2026/09/11 04:25:17
BANC_0010;11-09-2026;MAT-0003;192;6;DIF-02;  anima piena ;11/09/2026 06:29:37
BANC_0007;11-09-2026;mat-0003;192;5;DIF-03;anima fuori tolleranza;11/09/2026 07:55:17
BANC_0016;2026/09/11;MAT-0003;12;1;dif-03;  anima fuori tolleranza ;11/09/2026 08:00:00
CASS_0001;2026/09/11;MAT-0004;250;8;DIF-01;anima rotta;11/09/2026 05:22:40
BANC_0014;11/09/2026;MAT-0004;122;3;DIF-01;anima rotta;2026/09/11 08:00:00
CASS_0008;11-09-2026;MAT-0005;450;15;DIF-03;anima fuori tolleranza;11/09/2026 07:55:54
BANC_0004;11/09/2026;MAT-0005;4;0;   ;;2026/09/11 08:00:00
BANC_0008;11/09/2026;MAT-0006;160;4;DIF-01;anima rotta;11/09/2026 11:26:20
BANC_0012;11/09/2026;  MAT-0006 ;160;5;DIF-01;  anima rotta ;11/09/2026 14:53:00
  BANC_0005 ;11/09/2026;Mat-0006;52;2;DIF-01;anima rotta;11/09/2026 16:00:00
BANC_0020;11/09/2026;MAT-0007;160;4;DIF-03;anima fuori tolleranza;11-09-2026 09:16:21
CASS_0003;11/09/2026;MAT-0007;300;10;DIF-03;Anima fuori tolleranza;11/09/2026 11:39:51
BANC_0011;11-09-2026;MAT-0007;160;6;DIF-03;  anima fuori tolleranza ;2026/09/11 12:56:27
BANC_0003;11/09/2026;MAT-0007;160;6;DIF-03;anima fuori tolleranza;11/09/2026 14:13:13
Banc_0007;11-09-2026;MAT-0007;160;5;DIF-03;anima fuori tolleranza;11/09/2026 15:29:51
BANC_0006;2026/09/11;MAT-0007;64;2;DIF-03;anima fuori tolleranza;11/09/2026 16:00:00
  BANC_0019 ;2026/09/11;MAT-0008;192;6;DIF-02;anima piena;11/09/2026 09:25:20
banc_0018;11/09/2026;Mat-0008;192;6;Dif-03;anima fuori tolleranza;11/09/2026 10:50:56
CASS_0004;11/09/2026;MAT-0008;350;13;dif-01;anima rotta;11/09/2026 13:26:57
BANC_0013;2026/09/11;Mat-0008;192;6;DIF-02;anima piena;11/09/2026 14:52
Banc_0010;11/09/2026;  MAT-0008 ;152;5;Dif-02;anima piena;11/09/2026 16:00:00
CASS_0002;11-09-2026;MAT-0009;250;10;  DIF-01 ;anima rotta;11/09/2026 13:22
BANC_0017;11-09-2026;MAT-0009;122;3;DIF-02;anima piena;11/09/2026 16:00:00
CASS_0009;11/09/2026;MAT-0010;450;14;DIF-01;anima rotta;11-09-2026 15:56:01
banc_0002;11/09/2026;MAT-0010;4;0;;;2026/09/11 16:00:00
BANC_0014;2026/09/11;Mat-0011;160;4;  DIF-01 ;anima rotta;11/09/2026 19:26:21
banc_0009;11/09/2026;MAT-0011;160;6;DIF-02;anima piena;11/09/2026 22:53
BANC_0001;12/09/2026;MAT-0011;52;2;DIF-02;anima piena;12/09/2026 00:00:00
BANC_0019;11/09/2026;MAT-0012;160;6;DIF-03;anima fuori tolleranza;11/09/2026 17:16
BANC_0016;2026/09/11;MAT-0012;160;4;DIF-03;  anima fuori tolleranza ;2026/09/11 19:02:00
Banc_0008;11/09/2026;MAT-0012;160;6;DIF-02;Anima piena;11/09/2026 20:18
BANC_0018;11/09/2026;MAT-0012;160;6;dif-01;anima rotta;11/09/2026 21:35
BANC_0004;11/09/2026;MAT-0012;160;4;DIF-02;anima piena;11-09-2026 22:52:04
BANC_0002;12/09/2026;MAT-0012;142;5;  DIF-02 ;anima piena;12/09/2026 00:00:00
BANC_0015;11/09/2026;  MAT-0013 ;192;5;DIF-01;  anima rotta ;11/09/2026 17:25:22
CASS_0007;11/09/2026;MAT-0013;350;11;DIF-01;anima rotta;11/09/2026 20:01:16
  CASS_0003 ;11/09/2026;MAT-0013;350;12;DIF-02;Anima piena;11/09/2026 22:37:18
BANC_0007;12-09-2026;mat-0013;186;7;Dif-01;anima rotta;12/09/2026 00:00:00
CASS_0008;11-09-2026;mat-0014;107;3;dif-01;anima rotta;11/09/2026 18:18:22
cass_0005;12/09/2026;mat-0014;266;7;DIF-01;  anima rotta ;12/09/2026 00:00:00
CASS_0001;11/09/2026;mat-0015;376;10;DIF-02;anima piena;11/09/2026 23:18:52
  BANC_0006 ;12/09/2026;MAT-0015;7;0;   ;;12/09/2026 00:00:00
banc_0004;14/09/2026;MAT-0001;160;5;dif-02;anima piena;14/09/2026 03:26:20
BANC_0001;14/09/2026;MAT-0001;133;5;DIF-01;anima rotta;14/09/2026 06:18:16
banc_0007;2026/09/14;MAT-0001;61;2;DIF-02;Anima piena;14/09/2026 08:00
BANC_0005;14/09/2026;MAT-0002;160;4;  DIF-01 ;anima rotta;14/09/2026 01:16:24
BANC_0003;14-09-2026;mat-0002;160;5;DIF-02;anima piena;14/09/2026 02:33
  BANC_0006 ;14/09/2026;MAT-0002;160;6;Dif-02;  anima piena ;2026/09/14 03:49:48
BANC_0011;14/09/2026;mat-0002;160;6;DIF-01;anima rotta;14/09/2026 05:06
BANC_0002;14/09/2026;MAT-0002;12;1;DIF-02;anima piena;14/09/2026 05:12:26
  BANC_0009 ;2026/09/14;mat-0002;109;3;DIF-01;anima rotta;14/09/2026 08:00
BANC_0014;14-09-2026;MAT-0003;192;5;DIF-02;anima piena;2026/09/14 01:25:10
Banc_0013;14/09/2026;MAT-0003;192;7;DIF-02;anima piena;14/09/2026 02:50:49
banc_0008;14/09/2026;MAT-0003;192;5;dif-03;anima fuori tolleranza;14/09/2026 04:16:14
BANC_0012;14/09/2026;MAT-0003;192;5;dif-03;anima fuori tolleranza;14/09/2026 05:41:56
BANC_0015;14/09/2026;MAT-0003;118;3;dif-03;anima fuori tolleranza;2026/09/14 06:34:46
  BANC_0017 ;2026/09/14;  MAT-0003 ;48;1;DIF-01;anima rotta;14/09/2026 08:00:00
Banc_0018;14/09/2026;MAT-0004;256;7;DIF-02;anima piena;14/09/2026 05:00
Banc_0020;14/09/2026;MAT-0004;153;5;DIF-01;anima rotta;14/09/2026 08:00:00
banc_0016;14/09/2026;MAT-0005;256;10;DIF-01;anima rotta;14/09/2026 05:00
BANC_0010;14/09/2026;MAT-0005;153;4;DIF-03;anima fuori tolleranza;14/09/2026 08:00
BANC_0014;2026/09/14;MAT-0006;256;10;DIF-01;anima rotta;2026/09/14 13:00:36
BANC_0002;2026/09/14;  MAT-0006 ;153;4;DIF-01;anima rotta;14/09/2026 16:00:00
BANC_0019;14-09-2026;mat-0007;256;8;DIF-01;anima rotta;14/09/2026 13:00:47
BANC_0005;14-09-2026;mat-0007;153;4;DIF-03;anima fuori tolleranza;14-09-2026 16:00:00
Cass_0002;2026/09/14;MAT-0008;400;15;DIF-02;anima piena;2026/09/14 15:49:46
BANC_0001;14/09/2026;MAT-0008;9;0;;;14/09/2026 16:00
CASS_0006;14/09/2026;MAT-0009;400;12;DIF-03;anima fuori tolleranza;14-09-2026 15:49:41
BANC_0004;14/09/2026;MAT-0009;9;0;N/A;;14/09/2026 16:00:00
CASS_0001;14/09/2026;  MAT-0010 ;400;12;DIF-03;  anima fuori tolleranza ;2026/09/14 15:49:50
BANC_0009;14/09/2026;mat-0010;9;0;nessuno;;14-09-2026 16:00:00
  BANC_0010 ;14/09/2026;MAT-0011;256;9;dif-03;  anima fuori tolleranza ;14-09-2026 21:00:34
BANC_0006;15-09-2026;MAT-0011;153;5;DIF-03;anima fuori tolleranza;15/09/2026 00:00
BANC_0007;14/09/2026;MAT-0012;256;8;DIF-02;anima piena;14/09/2026 21:35:33
BANC_0011;15/09/2026;mat-0012;123;3;  DIF-01 ;  anima rotta ;15-09-2026 00:00:00
BANC_0008;14-09-2026;MAT-0013;256;9;DIF-02;  anima piena ;14/09/2026 21:00:39
BANC_0014;15/09/2026;MAT-0013;153;5;DIF-02;anima piena;15/09/2026 00:00:00
BANC_0015;14/09/2026;MAT-0014;256;7;dif-02;anima piena;14/09/2026 21:00:40
BANC_0003;15/09/2026;MAT-0014;153;6;DIF-03;Anima fuori tolleranza;15/09/2026 00:00:00
BANC_0016;14/09/2026;MAT-0015;256;8;DIF-03;anima fuori tolleranza;2026/09/14 21:00:28
BANC_0018;2026/09/15;MAT-0015;153;4;dif-02;anima piena;15/09/2026 00:00:00
  BANC_0005 ;15-09-2026;Mat-0001;256;9;DIF-01;anima rotta;15/09/2026 05:00:39
BANC_0008;15/09/2026;MAT-0001;153;6;DIF-02;anima piena;15/09/2026 08:00:00
BANC_0004;15-09-2026;  MAT-0002 ;256;6;DIF-02;anima piena;2026/09/15 05:00:33
BANC_0002;2026/09/15;  MAT-0002 ;153;6;DIF-01;  anima rotta ;15-09-2026 08:00:00
  BANC_0001 ;2026/09/15;MAT-0003;256;6;DIF-02;  anima piena ;15/09/2026 05:00:42
BANC_0007;15/09/2026;MAT-0003;153;4;  DIF-01 ;anima rotta;15/09/2026 08:00:00
BANC_0013;15/09/2026;MAT-0004;256;10;  DIF-01 ;anima rotta;2026/09/15 05:00:40
BANC_0009;15/09/2026;MAT-0004;153;5;DIF-02;anima piena;15/09/2026 08:00:00
  BANC_0017 ;15/09/2026;  MAT-0005 ;256;8;Dif-02;anima piena;15/09/2026 05:00
BANC_0010;15/09/2026;mat-0005;153;5;dif-02;anima piena;15/09/2026 08:00:00
banc_0014;15/09/2026;MAT-0006;256;7;DIF-02;anima piena;15/09/2026 13:00:29
Banc_0006;15/09/2026;MAT-0006;153;4;Dif-03;anima fuori tolleranza;15-09-2026 16:00:00
BANC_0011;15/09/2026;MAT-0007;256;8;DIF-01;anima rotta;2026/09/15 13:00:34
BANC_0005;15/09/2026;MAT-0007;153;4;DIF-02;  anima piena ;15/09/2026 16:00
BANC_0012;15/09/2026;MAT-0008;256;8;  DIF-02 ;anima piena;15-09-2026 13:34:35
  BANC_0013 ;15/09/2026;MAT-0008;124;3;DIF-02;  anima piena ;15/09/2026 16:00
BANC_0015;15/09/2026;MAT-0009;256;7;DIF-02;anima piena;2026/09/15 13:00:35
BANC_0001;15/09/2026;MAT-0009;153;6;  DIF-01 ;anima rotta;15/09/2026 16:00
BANC_0003;15/09/2026;mat-0010;256;9;DIF-01;  anima rotta ;15/09/2026 13:00:33
BANC_0004;15-09-2026;MAT-0010;153;5;DIF-02;anima piena;15/09/2026 16:00:00
BANC_0008;2026/09/15;MAT-0011;256;9;DIF-02;anima piena;15/09/2026 21:00
BANC_0007;2026/09/16;MAT-0011;153;4;DIF-01;anima rotta;16/09/2026 00:00:00
BANC_0016;15/09/2026;MAT-0012;256;9;DIF-02;anima piena;15-09-2026 21:00:30
BANC_0010;16/09/2026;MAT-0012;153;4;DIF-03;anima fuori tolleranza;2026/09/16 00:00:00
BANC_0002;15/09/2026;MAT-0013;256;9;DIF-03;  anima fuori tolleranza ;15/09/2026 21:00:33
BANC_0012;16/09/2026;MAT-0013;153;6;dif-02;anima piena;16/09/2026 00:00:00
banc_0019;15/09/2026;MAT-0014;256;8;DIF-03;anima fuori tolleranza;15/09/2026 21:00:37
banc_0015;16/09/2026;MAT-0014;153;6;DIF-01;anima rotta;16/09/2026 00:00:00
  BANC_0017 ;2026/09/15;MAT-0015;256;7;DIF-02;anima piena;15/09/2026 21:00:36
BANC_0011;16/09/2026;MAT-0015;153;5;DIF-02;anima piena;16/09/2026 00:00:00
BANC_0004;2026/09/16;mat-0001;256;8;DIF-03;anima fuori tolleranza;2026/09/16 05:00:35
BANC_0005;16-09-2026;mat-0001;153;6;  DIF-03 ;anima fuori tolleranza;16/09/2026 08:00
BANC_0006;16/09/2026;Mat-0002;256;10;DIF-02;  anima piena ;16/09/2026 05:44:33
banc_0009;16/09/2026;MAT-0002;116;4;DIF-03;anima fuori tolleranza;16/09/2026 08:00:00
BANC_0018;16/09/2026;MAT-0003;256;7;DIF-01;anima rotta;16/09/2026 05:00:34
BANC_0002;2026/09/16;MAT-0003;153;6;Dif-03;anima fuori tolleranza;16/09/2026 08:00:00
BANC_0014;16/09/2026;  MAT-0004 ;256;10;dif-03;anima fuori tolleranza;16/09/2026 05:00:37
banc_0008;16/09/2026;MAT-0004;153;5;DIF-01;anima rotta;16/09/2026 08:00
BANC_0001;16/09/2026;Mat-0005;157;5;DIF-03;anima fuori tolleranza;2026/09/16 03:04:33
BANC_0003;16/09/2026;MAT-0005;192;7;Dif-03;anima fuori tolleranza;16-09-2026 04:59:55
  BANC_0017 ;2026/09/16;MAT-0005;192;8;dif-03;anima fuori tolleranza;16/09/2026 06:25
BANC_0013;16/09/2026;MAT-0005;192;7;  DIF-01 ;anima rotta;16/09/2026 07:50:57
BANC_0011;16/09/2026;MAT-0005;20;1;DIF-01;anima rotta;16-09-2026 08:00:00
BANC_0007;16-09-2026;Mat-0006;256;9;DIF-01;anima rotta;16/09/2026 13:00:22
BANC_0003;16/09/2026;  MAT-0006 ;56;2;DIF-03;anima fuori tolleranza;16/09/2026 14:06:24
  BANC_0002 ;16/09/2026;  MAT-0006 ;79;3;DIF-02;anima piena;16/09/2026 16:00
BANC_0019;16-09-2026;MAT-0007;256;8;DIF-01;anima rotta;2026/09/16 13:00:24
BANC_0004;16/09/2026;MAT-0007;153;5;DIF-03;anima fuori tolleranza;16/09/2026 16:00:00
BANC_0016;16/09/2026;MAT-0008;256;9;DIF-03;anima fuori tolleranza;16/09/2026 13:00:28
BANC_0006;16-09-2026;MAT-0008;153;5;DIF-01;anima rotta;16/09/2026 16:00:00
CASS_0001;16-09-2026;MAT-0009;145;4;DIF-03;anima fuori tolleranza;16/09/2026 10:50
banc_0015;16/09/2026;Mat-0009;160;6;DIF-01;anima rotta;16/09/2026 12:37:44
BANC_0012;16/09/2026;MAT-0009;160;4;DIF-01;  anima rotta ;16/09/2026 13:54
Banc_0001;16-09-2026;MAT-0009;160;6;DIF-03;anima fuori tolleranza;16/09/2026 15:11:09
